url,title,author,institution,
https://eartharxiv.org/z4g8n/,The relationship between fluid injection volumes and uncontrolled fracture ascent.,Prof. Dr. Torsten Dahm,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Renzo Correa Silva,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Calista Yim,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Jagos Radovic,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Melisa Brown,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Priyanthi Weerawardhena,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Haiping Huang,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Lloyd Snowdon,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Oldenburg,,
https://eartharxiv.org/gw654/,"Mechanistic insights into sulfur rich oil formation, relevant to geological carbon storage routes. A study using APPI-P FTICR-MS(/MS) analysis",Steve Larter,,
https://eartharxiv.org/su9jw/,Power law scaling model predicts N2O emissions along the Upper Mississippi River basin,Alessandra Marzadri,,
https://eartharxiv.org/su9jw/,Power law scaling model predicts N2O emissions along the Upper Mississippi River basin,Daniele Tonina,,
https://eartharxiv.org/su9jw/,Power law scaling model predicts N2O emissions along the Upper Mississippi River basin,Alberto Bellin,,
https://eartharxiv.org/wkv9j/,Determining optimum use of thermal imaging for detecting deceased individuals,Kristopher D Wisniewski,,
https://eartharxiv.org/wkv9j/,Determining optimum use of thermal imaging for detecting deceased individuals,Jamie K Pringle,,
https://eartharxiv.org/wkv9j/,Determining optimum use of thermal imaging for detecting deceased individuals,Vivienne G Heaton,,
https://eartharxiv.org/wkv9j/,Determining optimum use of thermal imaging for detecting deceased individuals,Andrew James Mitten,,
https://eartharxiv.org/duvq2/,Analytical prediction of seismicity rate due to tides and other oscillating stresses,Elias Heimisson,,
https://eartharxiv.org/duvq2/,Analytical prediction of seismicity rate due to tides and other oscillating stresses,Jean-Philippe Avouac,,
https://eartharxiv.org/zu8qf/,Mapping surface displacement using a pair of interferograms: comparative study,Stéphanie Dumont,,
https://eartharxiv.org/zu8qf/,Mapping surface displacement using a pair of interferograms: comparative study,Fernando Lopes,,
https://eartharxiv.org/zu8qf/,Mapping surface displacement using a pair of interferograms: comparative study,Freysteinn Sigmundsson,,
https://eartharxiv.org/zu8qf/,Mapping surface displacement using a pair of interferograms: comparative study,Vincent Drouin,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Tuomas Yrttimaa,University of Eastern Finland,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Ninni Saarinen,University of Helsinki,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Ville Kankare,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Niko Viljanen,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Jari Hynynen,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Saija Huuskonen,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Markus Holopainen,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Juha Hyyppä,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Eija Honkavaara,,
https://eartharxiv.org/3uzye/,Integrating UAV photogrammetry with terrestrial laser scanning to characterize managed forest stands,Mikko Vastaranta,,
https://eartharxiv.org/36bhk/,Kinetics and Products of Chromium(VI) Reduction by Iron(II/III)-Bearing Clay Minerals,Claresta Joe-Wong,,
https://eartharxiv.org/36bhk/,Kinetics and Products of Chromium(VI) Reduction by Iron(II/III)-Bearing Clay Minerals,Kate Maher,,
https://eartharxiv.org/36bhk/,Kinetics and Products of Chromium(VI) Reduction by Iron(II/III)-Bearing Clay Minerals,"Gordon E. Brown, Jr.",,
https://eartharxiv.org/uacns/,Magma diversity reflects recharge regime and thermal structure of the crust,Gregor Weber,,
https://eartharxiv.org/uacns/,Magma diversity reflects recharge regime and thermal structure of the crust,Guy Simpson,,
https://eartharxiv.org/uacns/,Magma diversity reflects recharge regime and thermal structure of the crust,Luca Caricchi,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Luke Wedmore,University of Bristol,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Jack Williams,Cardiff University,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Juliet Biggs,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Ake Fagereng,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Felix Mphepo,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Zuze Dulanya,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",James Willoughby,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Hassan Mdala,,
https://eartharxiv.org/4bs9x/,"Depth-dependent controls on structure, reactivation and geomorphology of the active Thyolo border fault, Malawi rift",Byron Adams,,
https://eartharxiv.org/cs3tp/,Mapping invasive Lupinus polyphyllus Lindl. in  semi-natural grasslands using object-based analysis of UAV-borne images,Jayan Wijesingha,,
https://eartharxiv.org/cs3tp/,Mapping invasive Lupinus polyphyllus Lindl. in  semi-natural grasslands using object-based analysis of UAV-borne images,Thomas Astor,,
https://eartharxiv.org/cs3tp/,Mapping invasive Lupinus polyphyllus Lindl. in  semi-natural grasslands using object-based analysis of UAV-borne images,Damian Schulze-Brüninghoff,,
https://eartharxiv.org/cs3tp/,Mapping invasive Lupinus polyphyllus Lindl. in  semi-natural grasslands using object-based analysis of UAV-borne images,Michael Wachendorf,,
https://eartharxiv.org/qfnvy/,Global groundwater sustainability,Tom Gleeson,,
https://eartharxiv.org/k98p7/,Subducted oceanic crust as the origin of seismically slow lower-mantle structures,Timothy D. Jones,,
https://eartharxiv.org/k98p7/,Subducted oceanic crust as the origin of seismically slow lower-mantle structures,Ross Maguire,,
https://eartharxiv.org/k98p7/,Subducted oceanic crust as the origin of seismically slow lower-mantle structures,Peter van Keken,,
https://eartharxiv.org/k98p7/,Subducted oceanic crust as the origin of seismically slow lower-mantle structures,Jeroen Ritsema,,
https://eartharxiv.org/k98p7/,Subducted oceanic crust as the origin of seismically slow lower-mantle structures,Paula Koelemeijer,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Sascha Zertani,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Johannes C. Vrijmoed,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Frederik Tilmann,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Timm John,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Torgeir B. Andersen,,
https://eartharxiv.org/phybg/,P wave anisotropy caused by partial eclogitization of descending crust demonstrated by modelling effective petrophysical properties,Loic Labrousse,,
https://eartharxiv.org/yab5d/,"Geodetic Evidence for a Buoyant Mantle Plume Beneath the Eifel Volcanic Area, NW Europe",Corné Kreemer,,
https://eartharxiv.org/yab5d/,"Geodetic Evidence for a Buoyant Mantle Plume Beneath the Eifel Volcanic Area, NW Europe",Geoffrey Blewitt,,
https://eartharxiv.org/yab5d/,"Geodetic Evidence for a Buoyant Mantle Plume Beneath the Eifel Volcanic Area, NW Europe",Paul M. Davis,,
https://eartharxiv.org/n5b7h/,Realistic River Image Synthesis using Deep Generative Adversarial Networks,Akshat Gautam,,
https://eartharxiv.org/n5b7h/,Realistic River Image Synthesis using Deep Generative Adversarial Networks,Muhammed Ali Sit,,
https://eartharxiv.org/n5b7h/,Realistic River Image Synthesis using Deep Generative Adversarial Networks,Ibrahim Demir,,
https://eartharxiv.org/s92rg/,Using computer-aided image processing to estimate chemical composition of igneous rocks: A potential tool for large-scale compositional mapping,Julin Zhang,,
https://eartharxiv.org/s92rg/,Using computer-aided image processing to estimate chemical composition of igneous rocks: A potential tool for large-scale compositional mapping,Cin-Ty A. Lee,,
https://eartharxiv.org/s92rg/,Using computer-aided image processing to estimate chemical composition of igneous rocks: A potential tool for large-scale compositional mapping,Michael Farner,,
https://eartharxiv.org/yqvnj/,Processing Seismic Ambient Noise Data with the Continuous Wavelet Transform to Obtain Reliable Empirical Green’s Functions,Yang Yang,,
https://eartharxiv.org/yqvnj/,Processing Seismic Ambient Noise Data with the Continuous Wavelet Transform to Obtain Reliable Empirical Green’s Functions,Chunyu Liu,University of Memphis,
https://eartharxiv.org/yqvnj/,Processing Seismic Ambient Noise Data with the Continuous Wavelet Transform to Obtain Reliable Empirical Green’s Functions,Charles A. Langston,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,Douglas LaRowe,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,Sandra Arndt,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,James A. Bradley,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,Ewa Burwicz,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,Andrew Dale,,
https://eartharxiv.org/fj5tz/,Organic carbon and microbial activity in marine sediments on a global scale throughout the Quaternary,Jan Amend,,
https://eartharxiv.org/n6c34/,Array-based iterative measurements of SmKS travel times and their constraints on outermost core structure,Wenbo Wu,,
https://eartharxiv.org/n6c34/,Array-based iterative measurements of SmKS travel times and their constraints on outermost core structure,Jessica C .E. Irving,Princeton University,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Jiawei Zhuang,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Daniel J. Jacob,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Haipeng Lin,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Elizabeth Lundgren,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Robert Yantosca,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Judit Flo Gaya,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Melissa P. Sulprizio,,
https://eartharxiv.org/g9etd/,Enabling high-performance cloud computing for Earth science modeling on over a thousand cores: application to the GEOS-Chem atmospheric chemistry model,Sebastian D. Eastham,,
https://eartharxiv.org/kxe83/,Evidence of recurrent mass movement in front of the maximum slip area of the 1960 Chile earthquake: Implications for risk assessment and paleoseismology,Cristian Araya-Cornejo,,
https://eartharxiv.org/kxe83/,Evidence of recurrent mass movement in front of the maximum slip area of the 1960 Chile earthquake: Implications for risk assessment and paleoseismology,Matías Carvajal,,
https://eartharxiv.org/kxe83/,Evidence of recurrent mass movement in front of the maximum slip area of the 1960 Chile earthquake: Implications for risk assessment and paleoseismology,Jasper Moernaut,,
https://eartharxiv.org/kxe83/,Evidence of recurrent mass movement in front of the maximum slip area of the 1960 Chile earthquake: Implications for risk assessment and paleoseismology,Felipe González,,
https://eartharxiv.org/kxe83/,Evidence of recurrent mass movement in front of the maximum slip area of the 1960 Chile earthquake: Implications for risk assessment and paleoseismology,Marco Cisternas,,
https://eartharxiv.org/j4cas/,Inchworm-like source evolution through a geometrically complex fault fueled persistent supershear rupture during the 2018 Palu Indonesia earthquake,Ryo Okuwaki,,
https://eartharxiv.org/j4cas/,Inchworm-like source evolution through a geometrically complex fault fueled persistent supershear rupture during the 2018 Palu Indonesia earthquake,Shiro Hirano,,
https://eartharxiv.org/j4cas/,Inchworm-like source evolution through a geometrically complex fault fueled persistent supershear rupture during the 2018 Palu Indonesia earthquake,Yuji Yagi,,
https://eartharxiv.org/j4cas/,Inchworm-like source evolution through a geometrically complex fault fueled persistent supershear rupture during the 2018 Palu Indonesia earthquake,Kousuke Shimizu,,
https://eartharxiv.org/emgxb/,Plant Physiology Increases the Magnitude and Spread of the Transient Climate Response in CMIP6 Earth System Models,Claire Zarakas,University of Washington,
https://eartharxiv.org/emgxb/,Plant Physiology Increases the Magnitude and Spread of the Transient Climate Response in CMIP6 Earth System Models,Abigail Swann,,
https://eartharxiv.org/emgxb/,Plant Physiology Increases the Magnitude and Spread of the Transient Climate Response in CMIP6 Earth System Models,Marysa M. Laguë,,
https://eartharxiv.org/emgxb/,Plant Physiology Increases the Magnitude and Spread of the Transient Climate Response in CMIP6 Earth System Models,Kyle C Armour,,
https://eartharxiv.org/emgxb/,Plant Physiology Increases the Magnitude and Spread of the Transient Climate Response in CMIP6 Earth System Models,James T. Randerson,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Dirk Eilander,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Anaïs Couasnon,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Hiroaki Ikeuchi,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Sanne Muis,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Dai Yamazaki,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Hessel Winsemius,,
https://eartharxiv.org/v2htn/,The effect of surge on riverine flood hazard and impact in deltas globally,Philip J. Ward,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Lorraine Hwang,"University of California, Davis",
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Tim Ahern,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Cindy Ebinger,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",William Ellsworth,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Garrett Euler,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Emile Okal,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",Paul Okubo,,
https://eartharxiv.org/dre8m/,"WORKSHOP REPORT:  Securing Legacy Seismic Data to Enable Future Discoveries September 18-19, 2019 Albuquerque, New Mexico",William Walter,,
https://eartharxiv.org/2htwj/,Tremor bursts reveal characteristics of slow-slip events that episodically load the shallow seismogenic zone of the San Andreas fault,Yen Joe Tan,,
https://eartharxiv.org/2htwj/,Tremor bursts reveal characteristics of slow-slip events that episodically load the shallow seismogenic zone of the San Andreas fault,David Marsan,,
https://eartharxiv.org/wsvu6/,"Evolution of a mixed siliciclastic-carbonate deep-marine system on an unstable margin: the Cretaceous of the Eastern Greater Caucasus, Azerbaijan",Zoe Cumberpatch,,
https://eartharxiv.org/wsvu6/,"Evolution of a mixed siliciclastic-carbonate deep-marine system on an unstable margin: the Cretaceous of the Eastern Greater Caucasus, Azerbaijan",Euan Soutter,,
https://eartharxiv.org/wsvu6/,"Evolution of a mixed siliciclastic-carbonate deep-marine system on an unstable margin: the Cretaceous of the Eastern Greater Caucasus, Azerbaijan",Ian A. Kane,,
https://eartharxiv.org/wsvu6/,"Evolution of a mixed siliciclastic-carbonate deep-marine system on an unstable margin: the Cretaceous of the Eastern Greater Caucasus, Azerbaijan",Max Casson,,
https://eartharxiv.org/hctw4/,"Did sea-level change cause the switch from fissure-type to central-type volcanism at Mount Etna, Sicily?",Iain Stewart,,
https://eartharxiv.org/3sx6g/,What Role Does Hydrological Science Play in the Age of Machine Learning?,Grey Nearing,,
https://eartharxiv.org/3sx6g/,What Role Does Hydrological Science Play in the Age of Machine Learning?,Frederik Kratzert,,
https://eartharxiv.org/3sx6g/,What Role Does Hydrological Science Play in the Age of Machine Learning?,Alden Keefe Sampson,Natel Energy,
https://eartharxiv.org/3sx6g/,What Role Does Hydrological Science Play in the Age of Machine Learning?,Craig S. Pelissier,,
